http://static.flickr.com/121/290278394_4416b30a3e.jpg, Castle look-alike building under the flyover highway
http://static.flickr.com/2050/2095757778_46fa1a4900.jpg, This meanie was trying to cross the highway to get to some water. None left in the creek due to lack of rain.
http://static.flickr.com/3224/2539701122_17559c475c.jpg, bike trail over highway
http://static.flickr.com/3450/3180573465_d3ba1bf621.jpg, On top of an overpass overlooking the highway running underneath me.
http://static.flickr.com/3013/2975909965_467cc5bba4.jpg, Coming Down the West Fork of Molino Canyon you can cross under the highway and head straight into the campgroud/parking area.
http://static.flickr.com/5013/5503145245_2392170f80.jpg, A Road sign along the highway in Bolivia.
http://static.flickr.com/3227/2612169312_2a46fd55a6.jpg, Some houses near one of the bays of Seattle taken from the car on the highway
http://static.flickr.com/3567/3403248722_9a4e195e65.jpg, Old cemetery with bare winter tree seen along highway in Maine. January 2004.
http://static.flickr.com/2268/2160480996_8503595bba.jpg, rock formations along Mt. Lemmon highway in Arizona (outside Tucson)
http://static.flickr.com/1144/1406360141_1a162638a6.jpg," off highway 6 near silver plume, colorado"
http://static.flickr.com/4096/4911250445_b64ef1ca0e.jpg," This egret was fishing in the water near the highway overpass.  He caught a few, too."
http://static.flickr.com/5205/5379191126_e49460fb40.jpg, Rural highway through the Arizona desert with lots of cacti and mountains in the background
http://static.flickr.com/3232/3122502562_d0f20c5ec6.jpg, This is a pseudo infrared photo of trees above highway 18 on the way down from Big Bear lake.
http://static.flickr.com/3265/3251665894_09c4d5a398.jpg, This stand of trees obscures a large highway in Madison.
http://static.flickr.com/11/12061076_2b75d13fff.jpg, walls under the highway
http://static.flickr.com/157/374230509_57b9e1602f.jpg," Arial view of highway in Nairobi taken from inside the place (Keny airways, Boing 736) from the last seat "
http://static.flickr.com/3273/2740330608_25bb89bfe1.jpg, A gorgeous butterfly stopped by to check out dog park progress on 8-6-08.
http://static.flickr.com/3023/2695363466_bc13d97c73.jpg, Cherries on a tree near my bus stop.  
http://static.flickr.com/2006/2079839062_f74273228c.jpg," My next destination, this is at the bus stop near the M60 bridge on Greengate"
http://static.flickr.com/1009/942821140_c2a5b22caf.jpg, Just a random little Simpsons-esque doodle in permanent marker on a wall by a bus stop in Hove.
http://static.flickr.com/1313/582469625_a6c5dcd5cc.jpg, Seen on an express box near a bus stop along 16th St NW
http://static.flickr.com/1292/1200574740_2fdd8142ff.jpg, at the bus stop near my house
http://static.flickr.com/3253/2953793825_4d3b72a18a.jpg, Even the bus stop sign is in French. Feels like home :)
http://static.flickr.com/1181/1204287956_1eff0a4735.jpg, with my trusty car i stopped on an island in the mississippi river
http://static.flickr.com/2574/3860283860_3202ae2c38.jpg, Tom and Bonnie Moffatt stopped their little red convertible by the Harbour Estate event pavillion.
http://static.flickr.com/3275/3043945590_53cb3f9ba2.jpg, new meaning to stop light fun in the air car. the drivers dancing around the car in circles at every cloud
http://static.flickr.com/1313/4728916299_f32bdc91ea.jpg, Typical rainy night getting stopped by a train on my way home from somewhere.
http://static.flickr.com/4114/4812466770_133f1a6086.jpg, They've reached the top of the trellis and show no signs of stopping! Covered in lots of green tomatoes.
http://static.flickr.com/4087/5183046885_97058a1245.jpg, We get these parrots/lorries flying by and stopping at our trees awhile quite often.
http://static.flickr.com/61/215678968_d68fc4e2ea.jpg, these signs were posted all over a truck stop btw montreal and toronto. i hope s/he won.
http://static.flickr.com/5206/5310838624_f71da14420.jpg, i stopped by the library and picked up a few books to read while i'm home over break. 
http://static.flickr.com/3020/3963868931_3aa11e8bba.jpg, Occupation coffee mugs for sale in a truck stop...
http://static.flickr.com/3232/2965942825_3000d05c96.jpg, And the Metro.  The busses are now below ground with light wells above each bus stop area.
http://static.flickr.com/125/354284659_b917595c2f.jpg, A popular seat at is was near a bus stop. This is probably why it's so shiny.
http://static.flickr.com/3106/3220963258_4df41d4fda.jpg," Minor road in Trivandrum, East Fort, viewed from roof top restaurant China Town"
http://static.flickr.com/90/248845038_bc76b0144a.jpg, These totem poles were built by Lijiang City Dongba Museum in a small mountain road
http://static.flickr.com/5215/5405970340_d3edef7291.jpg, Old road and rail bridge over Kiel-Canal at Levensau (part of Kiel-Suchsdorf)built 1893
http://static.flickr.com/1253/840877907_1b6168c8a7.jpg," A lake, up high along the road to Mt. Evans in Colorado.  Shot off the bike with a Konica-Minolta 5D."
http://static.flickr.com/4079/4815080513_0a55fff30f.jpg, Rick's favorite road sign in Germany; it means &amp;quot;no speed limit.&amp;quot;
http://static.flickr.com/2724/4229188154_b9356dd0b1.jpg," sign on current n78 on junction with road leading to newbridge, near kilcullen junction"
http://static.flickr.com/2672/4337040017_73b5b50b9b.jpg, The road in front of my house - one lane  only
http://static.flickr.com/2188/2389291347_2d326fbf21.jpg," An inquisitive cow surveys the road near Sheffield, Tasmania."
http://static.flickr.com/9/69932491_25cd75f90a.jpg, A road in Camp Pendleton. See the Range sign ahead.
http://static.flickr.com/86/205904167_9021e295fe.jpg, The road on the left is the hill up under the railway bridge. The road on the right is parallel to the High Street.
http://static.flickr.com/53/130501530_bf5a80b9ac.jpg, thats me sitting in sofa in the middle of the night - lit only by the street lamp down the road
http://static.flickr.com/179/424784580_bd439eb414.jpg, world's best car in rally trim running down the road in nara.
http://static.flickr.com/3472/3880271823_3176715899.jpg, Looking over at the modern road bridge
http://static.flickr.com/2423/3889078359_40e4317140.jpg, Amazing how a little humidity can make a street torn up by road construction look interesting.
http://static.flickr.com/4021/4489803187_61d42061f5.jpg, I was amazed at the fantastically clear view of the Liver Buildings from this little road in Seacome.
http://static.flickr.com/2744/4167861698_8310ca522d.jpg, You can tell this is a student residence by the road sign secreted in the garden.
http://static.flickr.com/3583/3320810190_9a6021e6ba.jpg, on the road and distracted by old train line
http://static.flickr.com/2296/3626905272_a563ee61a9.jpg, Sun Sculpture on the road above Cottesloe beach 
http://static.flickr.com/4149/4994125528_47291fde09.jpg, taken from the bridge that carry's greenway road over bishops lydeard railway station
http://static.flickr.com/201/502296054_387bece527.jpg, pics at camelia road house in New Bern after dad's funeral--June 2004
http://static.flickr.com/1369/1231432451_1be5331be6.jpg, View across road from train in Wakefield
http://static.flickr.com/3475/3280432629_3bc122a865.jpg, Resting cows underneath the DAMEL bridge in the middle of a road crossing
http://static.flickr.com/3148/2286668792_2dcc774d33.jpg, ia1934 aj6201 road north carolina nc blue ridge parkway in the autumn near grandfather mountain 
http://static.flickr.com/3502/3463636130_265e021d76.jpg, That sign is a bit in the ditch and mostly up to it's neck in snow. Oh... this is the road too.
http://static.flickr.com/3225/3080882978_a515ff162c.jpg, dog barking beside the road
http://static.flickr.com/2404/1602748923_16fff5c335.jpg, 2007.  Rustic barn along mountain road near Wytheville Va.  Shot with Canon F-1and nFD 35-105mm f/3.5 lens handheld. 
http://static.flickr.com/3084/2704417497_c65b7225de.jpg, the road down  the mountain in Huntsville
http://static.flickr.com/1042/1465014765_4b9cbc765c.jpg, some flower by the road
http://static.flickr.com/3571/3839167704_fdd38196f6.jpg, photo sesh with the room mate on top of a 150 foot rail road bridge above the river. (unsafe)
http://static.flickr.com/4037/5163116016_dfca749bbd.jpg, We live and work on road - Truck drivers in India - life on street
http://static.flickr.com/3223/2819288487_6b0dc4fe94.jpg," Motorists and a dog converge near a road block on Highway 299, closed due to wildfires. 6/27/08"
http://static.flickr.com/4004/4699643812_2354c69790.jpg, stalls in the road selling all world cup stuff
http://static.flickr.com/190/518022294_333087fd8e.jpg, The highest road bridge in the world!
http://static.flickr.com/3346/3281975411_b2ff2dcae4.jpg, off of cahaba beach road by the closed bridge. 
http://static.flickr.com/3091/3161263009_30031bd26d.jpg, clarence newton road - near blowing rock - january 1 2009
http://static.flickr.com/77/197630335_322038b849.jpg," Old house on the side of the road in Cane Hill, Arkansas."
http://static.flickr.com/55/144959674_9253e701a3.jpg, Was almost run down by a bus taking this. Standing in the middle of the road is sometimes necessary
http://static.flickr.com/5247/5227075649_e67f5fc528.jpg," One man standing fully upon the roof of an SUV, which was moving terrifyingly swiftly down the road. "
http://static.flickr.com/123/420657087_deb6f064a0.jpg," Double ex...  road arrow and road sign near ocotillo , ca."
http://static.flickr.com/2712/4048691712_da20b846f6.jpg, Stopped at the end of my road and took this beside the truck
http://static.flickr.com/4091/5093989956_3bfaf531ee.jpg, Seven mile bridge from below the road deck
http://static.flickr.com/177/468319394_82f7259af1.jpg, Sukhumi road sign in Zugdidi
http://static.flickr.com/2376/2192841035_18ae16ddf7.jpg, A sign on the side of road somewhere near Gainesville.
http://static.flickr.com/5246/5249542802_9f843f557b.jpg, Stripped cork trees beside the road on the west coast of Portugal - en route to Lisbon
http://static.flickr.com/3461/3391883861_7623e3b99f.jpg, This lake was over the road from the one in the next picture in the photostream
http://static.flickr.com/3003/2727171710_c3fbe4b361.jpg, brand new road in front of new  collins building on waterfront side of buildings.on street parking  and big car jail 
http://static.flickr.com/3007/2941435689_4ee4c7ed50.jpg, clarence newton road - near blowing rock - october 2008
http://static.flickr.com/2034/2232759975_6f6a65bf72.jpg, The light trails are from an old woman turning on to the road i was standing in the middle of.
http://static.flickr.com/2451/3668592244_d3159753d7.jpg," The setting sun seen from the coast road near Mio, Hyogo."
http://static.flickr.com/16/20276400_c3999d29f3.jpg," A snapping turtle crosses the road in Dekalb, GA."
http://static.flickr.com/2627/3946085724_71445b6f77.jpg," The famous trail ridge road above the tree line. This is shot @ 11,500 ft"
http://static.flickr.com/4035/4552199453_a758715cbe.jpg," Earls Court exhibition center. We're in the building directly behind this one, follow the road on the left to get there."
http://static.flickr.com/3064/2768534045_901b0bfdec.jpg, The bridge on the &amp;quot;Low&amp;quot; road above us with the waterfall coming straight at us.
http://static.flickr.com/5215/5428058187_b6fbba3bda.jpg, McLaren F1 road car in the reception of the McLaren Technology Centre
http://static.flickr.com/15/21479055_1a14c691a4.jpg," The wildflowers by the road at the welcome sign to Cleveland, Georgia"
http://static.flickr.com/3001/2750552625_2419f0a454.jpg, some dude ran off the road and onto the beach..heres some glass in a flashlight that i got from the &amp;quot;crime scene&amp;quot;
http://static.flickr.com/1174/3168234079_ea9a751713.jpg, this fence you can find another side of the road in Stonehenge. 
http://static.flickr.com/4063/4424993103_57812a6115.jpg, Main Street at Lake Albert closed due to water over the road (not visible from this position).
http://static.flickr.com/154/335791264_0b3c817026.jpg, lake by the road
http://static.flickr.com/3168/2961392776_43024d9680.jpg," Curvy lines formed by an embankment on one side, pavement tiles, and road surfaces."
http://static.flickr.com/2400/2089227604_54552bdab6.jpg, Snake spotted on a road in Texas--HUGE!!!
http://static.flickr.com/3138/2637138681_4a402d6ce5.jpg, Deer trying to cross road for water in late afternoon.
http://static.flickr.com/4060/4709054339_be473fe15d.jpg, road sign in Oingt
http://static.flickr.com/4077/5447333845_5ec978daa4.jpg, Heading further in on the mountain road towards Arthur's Pass.  Kids now in control of the camera.
http://static.flickr.com/3627/3655476814_ef3c7c38e8.jpg, Kitteh is displeased w/ road repair noise in front of her building
http://static.flickr.com/9/75470878_bf0b3f2b45.jpg, This beautifully rusting old Ford truck was in an open garage along a country road in Massachusetts.
http://static.flickr.com/4048/4425847405_6413d49bb5.jpg," Two cars on flooded road - Melbourne Hailstorm, by Nicholas Vardaxis"
http://static.flickr.com/2163/1557863292_294116e3f6.jpg, This was his first trip home after three weeks or more on the road by himself.
http://static.flickr.com/1113/1010845361_f20b523dba.jpg, A road sign in Chicoutimi
http://static.flickr.com/5049/5310039524_a96d6d0eb8.jpg, The trees along one side of the road were covered in beard lichen
http://static.flickr.com/93/231517184_6c151b0ad6.jpg, Me on the road over the volcanic mountains back to Rwanda.
http://static.flickr.com/105/299193235_bbb25b709c.jpg," glass moose in the lounge of the Jupiter Motel, Portland, OR.  My last on the road job for the rest of the year!!!"
http://static.flickr.com/3656/3398350415_c67e5b3722.jpg, St Mary's Church of Scotland from the banks of the Forth and Clyde Canal with the road bridge passing over it.
http://static.flickr.com/2032/2245099474_9c8dc353e7.jpg, Was driving down a back road somewhere near Edmonton when I saw this cat just setting there.
http://static.flickr.com/1142/1181081123_a9d607e313.jpg, road signs in Rome Ga
http://static.flickr.com/31/36567300_bbf987b222.jpg," Crosses on a lonely road to Pres. Bush's ranch home in Crawford, Texas."
http://static.flickr.com/45/187234295_69a0ed6bff.jpg, all the red sand photos were taken on the road between Zinder and Diffa in South Niger
http://static.flickr.com/2605/4200078688_a46b7ce9c7.jpg, Wild elephants by the road on the way from Nairobi to Tiwi
http://static.flickr.com/2777/4117266131_ec41da30a3.jpg, A few trucks driving down a very flooded marina road in Cork 
http://static.flickr.com/2212/1543033430_83d864b534.jpg, road trip to Yack in the box
http://static.flickr.com/1245/5115838230_eb15f1f7a9.jpg," 18th-century hump-back bridge carrying the A83 road over the River Shira, designed by Roger Morris.Inveraray in Argyll, Scotland."
http://static.flickr.com/3027/3038483721_07d04346ef.jpg," More road signs (&amp;quot;city&amp;quot; refers to downtown Johannesburg, also indicated by the circled dot)"
http://static.flickr.com/1172/563778770_cc6fefedd2.jpg, While standing in the middle of the road. Sort of wish that bloody car wasn't there. :P
http://static.flickr.com/213/470487020_1b2cbd5b47.jpg, A46 road bridge over the Grand Union Canal just outside Warwick.  Taken in the early evening sunshine.
http://static.flickr.com/5137/5509916285_407b6d8f26.jpg," The other side of the road in Madiana. Some compounds have fences, while others have concrete walls built surrounding the compound. "
http://static.flickr.com/2631/4097734440_b0f3c8f35a.jpg, local road signs in Mysore
http://static.flickr.com/2724/4101329421_7fce9cb94a.jpg, Larch trees on an old mining road near Chinook Pass.
http://static.flickr.com/3136/2883785084_c423c11bd7.jpg, It's a local disease to put road signs in unnecessary places... 
http://static.flickr.com/4046/4422027408_336edd20e4.jpg," A road warrior and a River Rat by the bridge between highland park and new brunswick, nj"
http://static.flickr.com/203/488553829_1b4fffc22f.jpg, Long exposure from the pier of cars coming over the coast road
http://static.flickr.com/4037/4296129422_99df4c0233.jpg, As seen through the rusty rings over the road
http://static.flickr.com/3626/3514629975_d68fb059fb.jpg, frog bin and wildflowers by liverpool football ground oakfield road in anfield breckfield
http://static.flickr.com/2697/4122761515_75a5173398.jpg, Grabbing dogs at Hot Dog Dinner on Pearl road in Parma. This is the Chili Cheese Dog.
http://static.flickr.com/4142/4858488096_1e50568ffc.jpg, Taken from the coast road around the north of Applecross Peninsula
http://static.flickr.com/3387/3565741794_8e5c6b58b9.jpg, trees over the road 3
http://static.flickr.com/3263/2490874773_a6f7379ff5.jpg, flowers by the road
http://static.flickr.com/166/427633689_b26935807b.jpg, skiing on the flat road in burned trees
http://static.flickr.com/3017/2805596422_43bb1709f3.jpg, Waiting to cross the road in Sydney. I love the composition of this one.
http://static.flickr.com/2788/4106903310_b8f918e3dc.jpg, Kinda cool to be in traffic with a street car in 2009.
http://static.flickr.com/81/243654142_5158852d48.jpg," Called The Eye, this bridge 'opens' like an eyelid by tilting up to let river traffic through.."
http://static.flickr.com/3057/2690853645_d7870b241f.jpg, Lake Avenue bridge is one of two in the city that can accommodate elevated train traffic (the other is Wells). 
http://static.flickr.com/51/190899360_33c0cfd0a3.jpg, The cooling towers across from the meadowhall shopping centre. Taken from car window as we queued in m1 motorway traffic 
http://static.flickr.com/3178/2985718539_30ec608a2b.jpg, Another sketch (drawn AND painted) in the car on the way home from work (at traffic lights of course!)Sydney Australia
http://static.flickr.com/5212/5440219467_564bb2728f.jpg, View of traffic from the rear seat of a car driven by a Cuban local
